Stationscode;Datum;"Feinstaub (PM₁₀) Tagesmittel (stündlich gleitend) in µg/m³";"Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³";"Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³";"Feinstaub (PM₂,₅) Tagesmittel (stündlich gleitend) in µg/m³";Luftqualitätsindex
DENI062;"'10.03.2024 03:00'";25;49;7;-;gut
DENI062;"'10.03.2024 04:00'";25;48;-;-;gut
DENI062;"'10.03.2024 05:00'";25;48;6;-;gut
DENI062;"'10.03.2024 06:00'";25;47;6;-;gut
DENI062;"'10.03.2024 07:00'";25;45;7;-;gut
DENI062;"'10.03.2024 08:00'";25;46;7;-;gut
DENI062;"'10.03.2024 09:00'";25;47;6;-;gut
DENI062;"'10.03.2024 10:00'";25;51;6;-;gut
DENI062;"'10.03.2024 11:00'";25;57;6;-;gut
DENI062;"'10.03.2024 12:00'";25;62;7;-;gut
DENI062;"'10.03.2024 13:00'";25;68;6;-;gut
DENI062;"'10.03.2024 14:00'";25;73;5;-;gut
DENI062;"'10.03.2024 15:00'";25;73;7;-;gut
DENI062;"'10.03.2024 16:00'";25;77;5;-;gut
DENI062;"'10.03.2024 17:00'";25;75;7;-;gut
DENI062;"'10.03.2024 18:00'";25;74;5;-;gut
DENI062;"'10.03.2024 19:00'";26;74;5;-;gut
DENI062;"'10.03.2024 20:00'";26;73;6;-;gut
DENI062;"'10.03.2024 21:00'";26;69;6;-;gut
DENI062;"'10.03.2024 22:00'";26;69;6;-;gut
DENI062;"'10.03.2024 23:00'";25;70;5;-;gut
DENI062;"'10.03.2024 24:00'";25;66;5;-;gut
DENI062;"'11.03.2024 01:00'";25;65;5;-;gut
DENI062;"'11.03.2024 02:00'";25;65;5;-;gut
DENI062;"'11.03.2024 03:00'";24;-;5;-;gut
DENI062;"'11.03.2024 04:00'";24;65;5;-;gut
DENI062;"'11.03.2024 05:00'";23;63;-;-;gut
DENI062;"'11.03.2024 06:00'";23;60;6;-;gut
DENI062;"'11.03.2024 07:00'";23;58;6;-;gut
DENI062;"'11.03.2024 08:00'";22;57;6;-;gut
DENI062;"'11.03.2024 09:00'";22;54;7;-;gut
DENI062;"'11.03.2024 10:00'";22;50;9;-;gut
DENI062;"'11.03.2024 11:00'";21;46;11;-;gut
DENI062;"'11.03.2024 12:00'";21;43;14;-;gut
DENI062;"'11.03.2024 13:00'";21;43;14;-;gut
DENI062;"'11.03.2024 14:00'";21;46;13;-;gut
DENI062;"'11.03.2024 15:00'";21;48;11;-;gut
DENI062;"'11.03.2024 16:00'";21;47;13;-;gut
DENI062;"'11.03.2024 17:00'";22;39;18;-;gut
DENI062;"'11.03.2024 18:00'";22;45;15;-;gut
DENI062;"'11.03.2024 19:00'";21;49;21;-;gut
DENI062;"'11.03.2024 20:00'";20;38;27;-;gut
DENI062;"'11.03.2024 21:00'";19;30;33;-;gut
DENI062;"'11.03.2024 22:00'";18;30;29;-;gut
DENI062;"'11.03.2024 23:00'";17;26;26;-;gut
DENI062;"'11.03.2024 24:00'";16;45;14;-;"sehr gut"
DENI062;"'12.03.2024 01:00'";16;48;9;-;"sehr gut"
DENI062;"'12.03.2024 02:00'";15;47;10;-;"sehr gut"
DENI062;"'12.03.2024 03:00'";14;43;11;-;"sehr gut"
DENI062;"'12.03.2024 04:00'";14;-;12;-;"sehr gut"
DENI062;"'12.03.2024 05:00'";13;26;18;-;"sehr gut"
DENI062;"'12.03.2024 06:00'";13;7;33;-;gut
DENI062;"'12.03.2024 07:00'";12;4;35;-;gut
DENI062;"'12.03.2024 08:00'";12;11;36;-;gut
DENI062;"'12.03.2024 09:00'";12;19;30;-;gut
DENI062;"'12.03.2024 10:00'";11;33;18;-;"sehr gut"
DENI062;"'12.03.2024 11:00'";11;35;17;-;"sehr gut"
DENI062;"'12.03.2024 12:00'";11;41;13;-;"sehr gut"
DENI062;"'12.03.2024 13:00'";12;40;13;-;"sehr gut"
DENI062;"'12.03.2024 14:00'";12;45;12;-;"sehr gut"
DENI062;"'12.03.2024 15:00'";12;42;14;-;"sehr gut"
DENI062;"'12.03.2024 16:00'";12;40;14;-;"sehr gut"
DENI062;"'12.03.2024 17:00'";12;38;15;-;"sehr gut"
DENI062;"'12.03.2024 18:00'";12;32;17;-;"sehr gut"
DENI062;"'12.03.2024 19:00'";14;29;17;-;"sehr gut"
DENI062;"'12.03.2024 20:00'";14;29;14;-;"sehr gut"
DENI062;"'12.03.2024 21:00'";15;35;13;-;"sehr gut"
DENI062;"'12.03.2024 22:00'";16;39;12;-;"sehr gut"
DENI062;"'12.03.2024 23:00'";16;40;-;-;"sehr gut"
DENI062;"'12.03.2024 24:00'";17;34;10;-;"sehr gut"
DENI062;"'13.03.2024 01:00'";17;31;9;-;"sehr gut"
DENI062;"'13.03.2024 02:00'";18;28;9;-;"sehr gut"
DENI062;"'13.03.2024 03:00'";19;24;10;-;"sehr gut"
DENI062;"'13.03.2024 04:00'";19;21;11;-;"sehr gut"
DENI062;"'13.03.2024 05:00'";20;-;11;-;"sehr gut"
DENI062;"'13.03.2024 06:00'";21;20;16;-;gut
DENI062;"'13.03.2024 07:00'";21;4;33;-;gut
DENI062;"'13.03.2024 08:00'";22;17;20;-;gut
DENI062;"'13.03.2024 09:00'";23;26;16;-;gut
DENI062;"'13.03.2024 10:00'";23;40;9;-;gut
DENI062;"'13.03.2024 11:00'";23;50;8;-;gut
DENI062;"'13.03.2024 12:00'";22;55;8;-;gut
DENI062;"'13.03.2024 13:00'";21;57;8;-;gut
DENI062;"'13.03.2024 14:00'";21;56;9;-;gut
DENI062;"'13.03.2024 15:00'";20;55;9;-;"sehr gut"
DENI062;"'13.03.2024 16:00'";19;52;10;-;"sehr gut"
DENI062;"'13.03.2024 17:00'";18;45;13;-;"sehr gut"
DENI062;"'13.03.2024 18:00'";18;37;15;-;"sehr gut"
DENI062;"'13.03.2024 19:00'";17;30;16;-;"sehr gut"
DENI062;"'13.03.2024 20:00'";16;23;18;-;"sehr gut"
DENI062;"'13.03.2024 21:00'";16;19;17;-;"sehr gut"
DENI062;"'13.03.2024 22:00'";15;20;15;-;"sehr gut"
DENI062;"'13.03.2024 23:00'";15;31;13;-;"sehr gut"
DENI062;"'13.03.2024 24:00'";14;43;-;-;"sehr gut"
DENI062;"'14.03.2024 01:00'";14;41;7;-;"sehr gut"
DENI062;"'14.03.2024 02:00'";14;35;7;-;"sehr gut"
DENI062;"'14.03.2024 03:00'";14;33;7;-;"sehr gut"
DENI062;"'14.03.2024 04:00'";13;34;7;-;"sehr gut"
DENI062;"'14.03.2024 05:00'";13;28;13;-;"sehr gut"
DENI062;"'14.03.2024 06:00'";13;25;16;-;"sehr gut"
DENI062;"'14.03.2024 07:00'";12;20;22;-;gut
DENI062;"'14.03.2024 08:00'";12;28;16;-;"sehr gut"
DENI062;"'14.03.2024 09:00'";12;34;13;-;"sehr gut"
DENI062;"'14.03.2024 10:00'";11;37;12;-;"sehr gut"
DENI062;"'14.03.2024 11:00'";11;42;11;-;"sehr gut"
DENI062;"'14.03.2024 12:00'";11;52;8;-;"sehr gut"
DENI062;"'14.03.2024 13:00'";10;64;7;-;gut
DENI062;"'14.03.2024 14:00'";10;64;8;-;gut
DENI062;"'14.03.2024 15:00'";10;72;7;-;gut
DENI062;"'14.03.2024 16:00'";10;73;8;-;gut
DENI062;"'14.03.2024 17:00'";10;74;9;-;gut
DENI062;"'14.03.2024 18:00'";9;64;14;-;gut
DENI062;"'14.03.2024 19:00'";9;47;24;-;gut
DENI062;"'14.03.2024 20:00'";9;38;25;-;gut
DENI062;"'14.03.2024 21:00'";9;44;14;-;"sehr gut"
DENI062;"'14.03.2024 22:00'";9;42;14;-;"sehr gut"
DENI062;"'14.03.2024 23:00'";9;-;11;-;"sehr gut"
DENI062;"'14.03.2024 24:00'";9;48;8;-;"sehr gut"
DENI062;"'15.03.2024 01:00'";9;48;-;-;"sehr gut"
DENI062;"'15.03.2024 02:00'";9;46;8;-;"sehr gut"
DENI062;"'15.03.2024 03:00'";9;45;8;-;"sehr gut"
DENI062;"'15.03.2024 04:00'";8;44;8;-;"sehr gut"
DENI062;"'15.03.2024 05:00'";8;41;9;-;"sehr gut"
DENI062;"'15.03.2024 06:00'";8;32;16;-;"sehr gut"
DENI062;"'15.03.2024 07:00'";8;20;27;-;gut
DENI062;"'15.03.2024 08:00'";8;25;25;-;gut
DENI062;"'15.03.2024 09:00'";8;33;18;-;"sehr gut"
DENI062;"'15.03.2024 10:00'";8;42;13;-;"sehr gut"
DENI062;"'15.03.2024 11:00'";8;50;10;-;"sehr gut"
DENI062;"'15.03.2024 12:00'";8;47;14;-;"sehr gut"
DENI062;"'15.03.2024 13:00'";8;44;14;-;"sehr gut"
DENI062;"'15.03.2024 14:00'";9;48;12;-;"sehr gut"
DENI062;"'15.03.2024 15:00'";9;55;12;-;"sehr gut"
DENI062;"'15.03.2024 16:00'";9;55;12;-;"sehr gut"
DENI062;"'15.03.2024 17:00'";10;63;11;-;gut
DENI062;"'15.03.2024 18:00'";10;64;11;-;gut
DENI062;"'15.03.2024 19:00'";10;63;12;-;gut
DENI062;"'15.03.2024 20:00'";10;69;9;-;gut
DENI062;"'15.03.2024 21:00'";9;67;8;-;gut
DENI062;"'15.03.2024 22:00'";9;63;9;-;gut
DENI062;"'15.03.2024 23:00'";9;61;8;-;gut
DENI062;"'15.03.2024 24:00'";9;-;6;-;"sehr gut"
DENI062;"'16.03.2024 01:00'";9;63;6;-;gut
DENI062;"'16.03.2024 02:00'";9;62;-;-;gut
DENI062;"'16.03.2024 03:00'";9;60;6;-;"sehr gut"
DENI062;"'16.03.2024 04:00'";10;60;6;-;"sehr gut"
DENI062;"'16.03.2024 05:00'";10;60;6;-;"sehr gut"
DENI062;"'16.03.2024 06:00'";10;61;6;-;gut
DENI062;"'16.03.2024 07:00'";10;59;7;-;"sehr gut"
DENI062;"'16.03.2024 08:00'";11;57;7;-;"sehr gut"
DENI062;"'16.03.2024 09:00'";10;64;6;-;gut
DENI062;"'16.03.2024 10:00'";10;77;7;-;gut
DENI062;"'16.03.2024 11:00'";10;84;5;-;gut
DENI062;"'16.03.2024 12:00'";9;86;4;-;gut
DENI062;"'16.03.2024 13:00'";9;85;4;-;gut
DENI062;"'16.03.2024 14:00'";8;88;4;-;gut
DENI062;"'16.03.2024 15:00'";8;87;4;-;gut
DENI062;"'16.03.2024 16:00'";8;87;4;-;gut
DENI062;"'16.03.2024 17:00'";8;88;4;-;gut
DENI062;"'16.03.2024 18:00'";8;88;4;-;gut
DENI062;"'16.03.2024 19:00'";8;85;5;-;gut
DENI062;"'16.03.2024 20:00'";8;80;7;-;gut
DENI062;"'16.03.2024 21:00'";8;81;7;-;gut
DENI062;"'16.03.2024 22:00'";8;80;6;-;gut
DENI062;"'16.03.2024 23:00'";9;78;7;-;gut
DENI062;"'16.03.2024 24:00'";9;71;9;-;gut
DENI062;"'17.03.2024 01:00'";9;-;12;-;"sehr gut"
DENI062;"'17.03.2024 02:00'";9;62;12;-;gut
DENI062;"'17.03.2024 03:00'";9;57;-;-;"sehr gut"
DENI062;"'17.03.2024 04:00'";9;45;20;-;"sehr gut"
DENI062;"'17.03.2024 05:00'";9;36;10;-;"sehr gut"
DENI062;"'17.03.2024 06:00'";9;27;8;-;"sehr gut"
DENI062;"'17.03.2024 07:00'";8;17;10;-;"sehr gut"
DENI062;"'17.03.2024 08:00'";8;24;9;-;"sehr gut"
DENI062;"'17.03.2024 09:00'";8;45;9;-;"sehr gut"
DENI062;"'17.03.2024 10:00'";9;67;7;-;gut
DENI062;"'17.03.2024 11:00'";9;80;3;-;gut
DENI062;"'17.03.2024 12:00'";9;86;2;-;gut
DENI062;"'17.03.2024 13:00'";9;86;3;-;gut
DENI062;"'17.03.2024 14:00'";9;88;3;-;gut
DENI062;"'17.03.2024 15:00'";10;85;3;-;gut
DENI062;"'17.03.2024 16:00'";10;84;4;-;gut
DENI062;"'17.03.2024 17:00'";10;84;3;-;gut
DENI062;"'17.03.2024 18:00'";10;82;3;-;gut
DENI062;"'17.03.2024 19:00'";11;78;3;-;gut
DENI062;"'17.03.2024 20:00'";10;70;5;-;gut
DENI062;"'17.03.2024 21:00'";10;71;5;-;gut
DENI062;"'17.03.2024 22:00'";10;63;14;-;gut
DENI062;"'17.03.2024 23:00'";10;68;8;-;gut
DENI062;"'17.03.2024 24:00'";9;65;11;-;gut
DENI062;"'18.03.2024 01:00'";9;69;5;-;gut
DENI062;"'18.03.2024 02:00'";9;-;5;-;"sehr gut"
DENI062;"'18.03.2024 03:00'";8;65;4;-;gut
DENI062;"'18.03.2024 04:00'";8;62;-;-;gut
DENI062;"'18.03.2024 05:00'";8;60;5;-;"sehr gut"
DENI062;"'18.03.2024 06:00'";8;59;6;-;"sehr gut"
DENI062;"'18.03.2024 07:00'";8;53;10;-;"sehr gut"
DENI062;"'18.03.2024 08:00'";8;54;10;-;"sehr gut"
DENI062;"'18.03.2024 09:00'";8;60;7;-;"sehr gut"
DENI062;"'18.03.2024 10:00'";8;61;6;-;gut
DENI062;"'18.03.2024 11:00'";8;64;6;-;gut
DENI062;"'18.03.2024 12:00'";8;67;6;-;gut
DENI062;"'18.03.2024 13:00'";8;74;5;-;gut
DENI062;"'18.03.2024 14:00'";8;73;7;-;gut
DENI062;"'18.03.2024 15:00'";8;75;6;-;gut
DENI062;"'18.03.2024 16:00'";7;72;9;-;gut
DENI062;"'18.03.2024 17:00'";7;70;11;-;gut
DENI062;"'18.03.2024 18:00'";7;70;10;-;gut
DENI062;"'18.03.2024 19:00'";7;64;15;-;gut
DENI062;"'18.03.2024 20:00'";7;65;12;-;gut
DENI062;"'18.03.2024 21:00'";7;66;11;-;gut
DENI062;"'18.03.2024 22:00'";7;68;9;-;gut
DENI062;"'18.03.2024 23:00'";7;73;6;-;gut
DENI062;"'18.03.2024 24:00'";7;73;5;-;gut
DENI062;"'19.03.2024 01:00'";7;71;4;-;gut
DENI062;"'19.03.2024 02:00'";7;66;4;-;gut
DENI062;"'19.03.2024 03:00'";8;-;4;-;"sehr gut"
DENI062;"'19.03.2024 04:00'";8;59;5;-;"sehr gut"
DENI062;"'19.03.2024 05:00'";8;57;-;-;"sehr gut"
DENI062;"'19.03.2024 06:00'";8;55;6;-;"sehr gut"
DENI062;"'19.03.2024 07:00'";8;50;9;-;"sehr gut"
DENI062;"'19.03.2024 08:00'";8;50;9;-;"sehr gut"
DENI062;"'19.03.2024 09:00'";8;53;8;-;"sehr gut"
DENI062;"'19.03.2024 10:00'";7;54;8;-;"sehr gut"
DENI062;"'19.03.2024 11:00'";7;56;9;-;"sehr gut"
DENI062;"'19.03.2024 12:00'";8;56;9;-;"sehr gut"
DENI062;"'19.03.2024 13:00'";8;56;9;-;"sehr gut"
DENI062;"'19.03.2024 14:00'";8;60;8;-;"sehr gut"
DENI062;"'19.03.2024 15:00'";9;62;9;-;gut
DENI062;"'19.03.2024 16:00'";9;61;11;-;gut
DENI062;"'19.03.2024 17:00'";10;57;14;-;"sehr gut"
DENI062;"'19.03.2024 18:00'";11;58;13;-;"sehr gut"
DENI062;"'19.03.2024 19:00'";11;60;13;-;"sehr gut"
DENI062;"'19.03.2024 20:00'";11;63;10;-;gut
DENI062;"'19.03.2024 21:00'";12;60;10;-;"sehr gut"
DENI062;"'19.03.2024 22:00'";12;57;11;-;"sehr gut"
DENI062;"'19.03.2024 23:00'";13;57;11;-;"sehr gut"
DENI062;"'19.03.2024 24:00'";14;56;10;-;"sehr gut"
DENI062;"'20.03.2024 01:00'";14;55;10;-;"sehr gut"
DENI062;"'20.03.2024 02:00'";15;52;9;-;"sehr gut"
DENI062;"'20.03.2024 03:00'";15;48;11;-;"sehr gut"
DENI062;"'20.03.2024 04:00'";16;-;11;-;"sehr gut"
DENI062;"'20.03.2024 05:00'";16;40;13;-;"sehr gut"
DENI062;"'20.03.2024 06:00'";17;32;18;-;"sehr gut"
DENI062;"'20.03.2024 07:00'";18;22;26;-;gut
DENI062;"'20.03.2024 08:00'";18;19;30;-;gut
DENI062;"'20.03.2024 09:00'";19;18;27;-;gut
DENI062;"'20.03.2024 10:00'";20;26;22;-;gut
DENI062;"'20.03.2024 11:00'";21;40;15;-;gut
DENI062;"'20.03.2024 12:00'";22;48;15;-;gut
DENI062;"'20.03.2024 13:00'";23;60;10;-;gut
DENI062;"'20.03.2024 14:00'";23;72;7;-;gut
DENI062;"'20.03.2024 15:00'";24;69;10;-;gut
DENI062;"'20.03.2024 16:00'";24;63;10;-;gut
DENI062;"'20.03.2024 17:00'";25;60;11;-;gut
DENI062;"'20.03.2024 18:00'";25;58;11;-;gut
DENI062;"'20.03.2024 19:00'";26;52;12;-;gut
DENI062;"'20.03.2024 20:00'";26;51;13;-;gut
DENI062;"'20.03.2024 21:00'";26;20;38;-;gut
DENI062;"'20.03.2024 22:00'";27;9;41;-;mäßig
DENI062;"'20.03.2024 23:00'";27;16;-;-;gut
DENI062;"'20.03.2024 24:00'";28;21;19;-;gut
DENI062;"'21.03.2024 01:00'";29;31;12;-;gut
DENI062;"'21.03.2024 02:00'";30;31;11;-;gut
DENI062;"'21.03.2024 03:00'";30;37;9;-;gut
DENI062;"'21.03.2024 04:00'";30;36;9;-;gut
DENI062;"'21.03.2024 05:00'";31;-;12;-;gut
DENI062;"'21.03.2024 06:00'";31;31;20;-;gut
DENI062;"'21.03.2024 07:00'";31;40;15;-;gut
DENI062;"'21.03.2024 08:00'";31;47;16;-;gut
DENI062;"'21.03.2024 09:00'";31;51;14;-;gut
DENI062;"'21.03.2024 10:00'";30;46;10;-;gut
DENI062;"'21.03.2024 11:00'";29;51;10;-;gut
DENI062;"'21.03.2024 12:00'";28;48;10;-;gut
DENI062;"'21.03.2024 13:00'";26;37;12;-;gut
DENI062;"'21.03.2024 14:00'";26;33;14;-;gut
DENI062;"'21.03.2024 15:00'";25;38;14;-;gut
DENI062;"'21.03.2024 16:00'";23;55;9;-;gut
DENI062;"'21.03.2024 17:00'";22;56;12;-;gut
DENI062;"'21.03.2024 18:00'";21;57;12;-;gut
DENI062;"'21.03.2024 19:00'";20;67;10;-;gut
DENI062;"'21.03.2024 20:00'";19;65;13;-;gut
DENI062;"'21.03.2024 21:00'";18;52;22;-;gut
DENI062;"'21.03.2024 22:00'";17;51;17;-;"sehr gut"
DENI062;"'21.03.2024 23:00'";16;47;15;-;"sehr gut"
DENI062;"'21.03.2024 24:00'";14;49;-;-;"sehr gut"
DENI062;"'22.03.2024 01:00'";13;46;8;-;"sehr gut"
DENI062;"'22.03.2024 02:00'";12;48;6;-;"sehr gut"
DENI062;"'22.03.2024 03:00'";11;48;7;-;"sehr gut"
DENI062;"'22.03.2024 04:00'";10;46;7;-;"sehr gut"
DENI062;"'22.03.2024 05:00'";10;43;9;-;"sehr gut"
DENI062;"'22.03.2024 06:00'";9;41;11;-;"sehr gut"
DENI062;"'22.03.2024 07:00'";9;40;10;-;"sehr gut"
DENI062;"'22.03.2024 08:00'";10;34;14;-;"sehr gut"
DENI062;"'22.03.2024 09:00'";11;33;13;-;"sehr gut"
DENI062;"'22.03.2024 10:00'";12;34;14;-;"sehr gut"
DENI062;"'22.03.2024 11:00'";14;34;14;-;"sehr gut"
DENI062;"'22.03.2024 12:00'";15;38;14;-;"sehr gut"
DENI062;"'22.03.2024 13:00'";16;42;12;-;"sehr gut"
DENI062;"'22.03.2024 14:00'";17;43;12;-;"sehr gut"
DENI062;"'22.03.2024 15:00'";17;44;12;-;"sehr gut"
DENI062;"'22.03.2024 16:00'";17;44;12;-;"sehr gut"
DENI062;"'22.03.2024 17:00'";17;44;12;-;"sehr gut"
DENI062;"'22.03.2024 18:00'";17;69;9;-;gut
DENI062;"'22.03.2024 19:00'";17;68;12;-;gut
DENI062;"'22.03.2024 20:00'";17;62;12;-;gut
DENI062;"'22.03.2024 21:00'";17;58;12;-;"sehr gut"
DENI062;"'22.03.2024 22:00'";17;58;9;-;"sehr gut"
DENI062;"'22.03.2024 23:00'";17;-;9;-;"sehr gut"
DENI062;"'22.03.2024 24:00'";17;56;8;-;"sehr gut"
DENI062;"'23.03.2024 01:00'";17;-;-;-;"sehr gut"
DENI062;"'23.03.2024 02:00'";17;-;7;-;"sehr gut"
DENI062;"'23.03.2024 03:00'";17;-;7;-;"sehr gut"
DENI062;"'23.03.2024 04:00'";17;-;8;-;"sehr gut"
DENI062;"'23.03.2024 05:00'";17;-;7;-;"sehr gut"
DENI062;"'23.03.2024 06:00'";16;-;10;-;"sehr gut"
DENI062;"'23.03.2024 07:00'";16;-;12;-;"sehr gut"
DENI062;"'23.03.2024 08:00'";15;-;12;-;"sehr gut"
DENI062;"'23.03.2024 09:00'";14;-;10;-;"sehr gut"
DENI062;"'23.03.2024 10:00'";12;-;8;-;"sehr gut"
DENI062;"'23.03.2024 11:00'";11;-;5;-;"sehr gut"
DENI062;"'23.03.2024 12:00'";10;-;5;-;"sehr gut"
DENI062;"'23.03.2024 13:00'";9;-;5;-;"sehr gut"
DENI062;"'23.03.2024 14:00'";8;-;6;-;"sehr gut"
DENI062;"'23.03.2024 15:00'";8;-;6;-;"sehr gut"
DENI062;"'23.03.2024 16:00'";8;-;7;-;"sehr gut"
DENI062;"'23.03.2024 17:00'";8;-;5;-;"sehr gut"
DENI062;"'23.03.2024 18:00'";8;-;6;-;"sehr gut"
DENI062;"'23.03.2024 19:00'";7;-;10;-;"sehr gut"
DENI062;"'23.03.2024 20:00'";7;-;12;-;"sehr gut"
DENI062;"'23.03.2024 21:00'";7;-;12;-;"sehr gut"
DENI062;"'23.03.2024 22:00'";7;-;7;-;"sehr gut"
DENI062;"'23.03.2024 23:00'";7;-;6;-;"sehr gut"
DENI062;"'23.03.2024 24:00'";7;-;5;-;"sehr gut"
DENI062;"'24.03.2024 01:00'";7;-;5;-;"sehr gut"
DENI062;"'24.03.2024 02:00'";6;-;-;-;"sehr gut"
DENI062;"'24.03.2024 03:00'";6;-;5;-;"sehr gut"
DENI062;"'24.03.2024 04:00'";6;-;5;-;"sehr gut"
DENI062;"'24.03.2024 05:00'";6;-;5;-;"sehr gut"
DENI062;"'24.03.2024 06:00'";6;-;5;-;"sehr gut"
DENI062;"'24.03.2024 07:00'";6;-;6;-;"sehr gut"
DENI062;"'24.03.2024 08:00'";6;-;5;-;"sehr gut"
DENI062;"'24.03.2024 09:00'";6;-;6;-;"sehr gut"
DENI062;"'24.03.2024 10:00'";6;-;7;-;"sehr gut"
DENI062;"'24.03.2024 11:00'";6;-;7;-;"sehr gut"
DENI062;"'24.03.2024 12:00'";6;-;6;-;"sehr gut"
DENI062;"'24.03.2024 13:00'";6;-;6;-;"sehr gut"
DENI062;"'24.03.2024 14:00'";6;-;5;-;"sehr gut"
DENI062;"'24.03.2024 15:00'";6;-;5;-;"sehr gut"
DENI062;"'24.03.2024 16:00'";6;-;5;-;"sehr gut"
DENI062;"'24.03.2024 17:00'";6;-;6;-;"sehr gut"
DENI062;"'24.03.2024 18:00'";6;-;6;-;"sehr gut"
DENI062;"'24.03.2024 19:00'";6;-;8;-;"sehr gut"
DENI062;"'24.03.2024 20:00'";6;-;7;-;"sehr gut"
DENI062;"'24.03.2024 21:00'";6;-;8;-;"sehr gut"
DENI062;"'24.03.2024 22:00'";6;-;7;-;"sehr gut"
DENI062;"'24.03.2024 23:00'";6;-;5;-;"sehr gut"
DENI062;"'24.03.2024 24:00'";6;-;5;-;"sehr gut"
DENI062;"'25.03.2024 01:00'";6;-;5;-;"sehr gut"
DENI062;"'25.03.2024 02:00'";6;-;4;-;"sehr gut"
DENI062;"'25.03.2024 03:00'";6;-;-;-;"sehr gut"
DENI062;"'25.03.2024 04:00'";6;-;4;-;"sehr gut"
DENI062;"'25.03.2024 05:00'";6;-;5;-;"sehr gut"
DENI062;"'25.03.2024 06:00'";5;-;7;-;"sehr gut"
DENI062;"'25.03.2024 07:00'";5;-;11;-;"sehr gut"
DENI062;"'25.03.2024 08:00'";4;-;12;-;"sehr gut"
DENI062;"'25.03.2024 09:00'";4;-;11;-;"sehr gut"
DENI062;"'25.03.2024 10:00'";4;-;8;-;"sehr gut"
DENI062;"'25.03.2024 11:00'";4;-;8;-;"sehr gut"
DENI062;"'25.03.2024 12:00'";4;-;7;-;"sehr gut"
DENI062;"'25.03.2024 13:00'";4;-;6;-;"sehr gut"
DENI062;"'25.03.2024 14:00'";4;75;7;-;gut
DENI062;"'25.03.2024 15:00'";4;77;7;-;gut
DENI062;"'25.03.2024 16:00'";4;79;6;-;gut
DENI062;"'25.03.2024 17:00'";5;77;7;-;gut
DENI062;"'25.03.2024 18:00'";5;73;10;-;gut
DENI062;"'25.03.2024 19:00'";5;41;36;-;gut
DENI062;"'25.03.2024 20:00'";5;20;43;-;mäßig
DENI062;"'25.03.2024 21:00'";6;13;42;-;mäßig
DENI062;"'25.03.2024 22:00'";6;29;28;-;gut
DENI062;"'25.03.2024 23:00'";6;35;19;-;"sehr gut"
DENI062;"'25.03.2024 24:00'";6;45;12;-;"sehr gut"
DENI062;"'26.03.2024 01:00'";7;46;10;-;"sehr gut"
DENI062;"'26.03.2024 02:00'";7;49;9;-;"sehr gut"
DENI062;"'26.03.2024 03:00'";7;54;6;-;"sehr gut"
DENI062;"'26.03.2024 04:00'";7;54;-;-;"sehr gut"
DENI062;"'26.03.2024 05:00'";7;58;8;-;"sehr gut"
DENI062;"'26.03.2024 06:00'";8;44;21;-;gut
DENI062;"'26.03.2024 07:00'";8;23;38;-;gut
DENI062;"'26.03.2024 08:00'";9;22;40;-;gut
DENI062;"'26.03.2024 09:00'";9;48;17;-;"sehr gut"
DENI062;"'26.03.2024 10:00'";9;60;7;-;"sehr gut"
DENI062;"'26.03.2024 11:00'";9;62;7;-;gut
DENI062;"'26.03.2024 12:00'";9;68;6;-;gut
DENI062;"'26.03.2024 13:00'";10;66;7;-;gut
DENI062;"'26.03.2024 14:00'";10;66;8;-;gut
DENI062;"'26.03.2024 15:00'";10;66;7;-;gut
DENI062;"'26.03.2024 16:00'";10;64;8;-;gut
DENI062;"'26.03.2024 17:00'";11;63;9;-;gut
DENI062;"'26.03.2024 18:00'";11;66;8;-;gut
DENI062;"'26.03.2024 19:00'";11;65;9;-;gut
DENI062;"'26.03.2024 20:00'";11;65;10;-;gut
DENI062;"'26.03.2024 21:00'";11;64;10;-;gut
DENI062;"'26.03.2024 22:00'";11;70;7;-;gut
DENI062;"'26.03.2024 23:00'";11;-;6;-;"sehr gut"
DENI062;"'26.03.2024 24:00'";11;71;5;-;gut
DENI062;"'27.03.2024 01:00'";11;68;5;-;gut
DENI062;"'27.03.2024 02:00'";11;67;5;-;gut
DENI062;"'27.03.2024 03:00'";11;65;7;-;gut
DENI062;"'27.03.2024 04:00'";11;62;6;-;gut
DENI062;"'27.03.2024 05:00'";11;58;-;-;"sehr gut"
DENI062;"'27.03.2024 06:00'";11;41;22;-;gut
DENI062;"'27.03.2024 07:00'";11;34;29;-;gut
DENI062;"'27.03.2024 08:00'";11;28;32;-;gut
DENI062;"'27.03.2024 09:00'";11;49;15;-;"sehr gut"
DENI062;"'27.03.2024 10:00'";11;58;10;-;"sehr gut"
DENI062;"'27.03.2024 11:00'";11;64;8;-;gut
DENI062;"'27.03.2024 12:00'";11;70;7;-;gut
DENI062;"'27.03.2024 13:00'";11;72;9;-;gut
DENI062;"'27.03.2024 14:00'";11;77;9;-;gut
DENI062;"'27.03.2024 15:00'";12;87;7;-;gut
DENI062;"'27.03.2024 16:00'";12;88;9;-;gut
DENI062;"'27.03.2024 17:00'";12;76;9;-;gut
DENI062;"'27.03.2024 18:00'";12;61;18;-;gut
DENI062;"'27.03.2024 19:00'";12;55;20;-;"sehr gut"
